isqno,war,name,locn,campgn,postype,post1,post2,front,depth,time,aeroa,surpa,cea,leada,trnga,morala,logsa,momnta,intela,techa,inita,wina,kmda,crit,quala,resa,mobila,aira,fprepa,wxa,terra,leadaa,plana,surpaa,mana,logsaa,fortsa,deepa,is_hero,war2,war3,war4,war4_theater,dbpedia,cow_warno,cow_warname,war_initiator,parent
285,WORLD WAR I (EASTERN FRONT 1914),RAVA RUSSKA,AUSTRIAN GALICIA,GALICIA 1914,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,8.0,clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WORLD WAR I (EASTERN FRONT 1914),WORLD WAR I,World War I of 1914-1918,Eastern Front,http://dbpedia.org/resource/Battle_of_Rawa,106.0,World War I of 1914-1918,1,
286,WORLD WAR I (EASTERN FRONT 1914),LODZ,RUSSIAN POLAND,W POLAND 1914,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,attacker win,169.0,not clear cut,1.0,,1.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,WORLD WAR I (EASTERN FRONT 1914),WORLD WAR I,World War I of 1914-1918,Eastern Front,http://dbpedia.org/resource/Battle_of_Łódź_(1914),106.0,World War I of 1914-1918,1,
287,WORLD WAR I (SERBIAN FRONT 1914),THE JADAR,SERBIA,SERBIA 1914,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,,0.0,0.0,,0.0,0.0,0.0,,,,clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1,WORLD WAR I (SERBIAN FRONT 1914),WORLD WAR I,World War I of 1914-1918,Balkan,http://dbpedia.org/resource/Battle_of_Cer,106.0,World War I of 1914-1918,1,
288,WORLD WAR I (SERBIAN FRONT 1914),THE KOLUBRA,SERBIA,SERBIA 1914,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,attacker win,98.0,clear cut,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1,WORLD WAR I (SERBIAN FRONT 1914),WORLD WAR I,World War I of 1914-1918,Balkan,http://dbpedia.org/resource/Battle_of_Kolubara,106.0,World War I of 1914-1918,0,
289,WORLD WAR I,EASTERN CHAMPAGNE,FRANCE,NOYON SALIENT,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,not clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1915),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/First_Battle_of_Champagne,106.0,World War I of 1914-1918,0,
290,WORLD WAR I,NEUVE CHAPELLE,FRANCE,NOYON SALIENT,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.6,not clear cut,0.0,,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1915),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Neuve_Chapelle,106.0,World War I of 1914-1918,0,
291,WORLD WAR I,YPRES II,FRANCE,NOYON SALIENT,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,6.6,not clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1915),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Second_Battle_of_Ypres,106.0,World War I of 1914-1918,1,
292,WORLD WAR I,FESTUBERT,FRANCE,NOYON SALIENT,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.1,not clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1915),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Festubert,106.0,World War I of 1914-1918,0,
293,WORLD WAR I,LOOS,FRANCE,NOYON SALIENT,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,not clear cut,0.0,,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1915),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Loos,106.0,World War I of 1914-1918,0,
294,WORLD WAR I,WINTER BATTLE (MASURIA),GERMANY AND RUSSIAN POLAND,EASTERN FRONT 1915,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Somwhat favors the attacker,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,attacker win,150.0,clear cut,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,1,WORLD WAR I (EASTERN FRONT 1915),WORLD WAR I,World War I of 1914-1918,Eastern Front,http://dbpedia.org/resource/Second_Battle_of_the_Masurian_Lakes,106.0,World War I of 1914-1918,1,
295,WORLD WAR I,GOLICE-TARNOW (OPENING PHASE),AUSTRIAN GALICIA,EASTERN FRONT 1915,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors the attacker,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,attacker win,30.0,clear cut,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,,0.0,1,WORLD WAR I (EASTERN FRONT 1915),WORLD WAR I,World War I of 1914-1918,Eastern Front,http://dbpedia.org/resource/Gorlice–Tarnów_Offensive,106.0,World War I of 1914-1918,1,
296,WORLD WAR I (ITALIAN FRONT 1915),FIRST ISONZO,AUSTRIA,ISONZO FRONT 1915,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR I (ITALIAN FRONT 1915),WORLD WAR I,World War I of 1914-1918,Italian Front,http://dbpedia.org/resource/First_Battle_of_the_Isonzo,106.0,World War I of 1914-1918,0,
297,WORLD WAR I (ITALIAN FRONT 1915),SECOND ISONZO,AUSTRIA,ISONZO FRONT 1915,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,1,WORLD WAR I (ITALIAN FRONT 1915),WORLD WAR I,World War I of 1914-1918,Italian Front,http://dbpedia.org/resource/Second_Battle_of_the_Isonzo,106.0,World War I of 1914-1918,0,
298,WORLD WAR I (ITALIAN FRONT 1915),THIRD ISONZO,AUSTRIA,ISONZO FRONT 1915,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,1,WORLD WAR I (ITALIAN FRONT 1915),WORLD WAR I,World War I of 1914-1918,Italian Front,http://dbpedia.org/resource/Third_Battle_of_the_Isonzo,106.0,World War I of 1914-1918,0,
299,WORLD WAR I (ITALIAN FRONT 1915),FOURTH ISONZO,AUSTRIA,ISONZO FRONT 1915,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,1,WORLD WAR I (ITALIAN FRONT 1915),WORLD WAR I,World War I of 1914-1918,Italian Front,http://dbpedia.org/resource/Fourth_Battle_of_the_Isonzo,106.0,World War I of 1914-1918,0,
300,WORLD WAR I (TURKISH FRONTS 1915),FIRST DARDANELLES LANDING,TURKEY,GALLIPOLI,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,2.5,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,,0.0,1,WORLD WAR I (TURKISH FRONTS 1915),WORLD WAR I,World War I of 1914-1918,Middle East,http://dbpedia.org/resource/Landing_at_Cape_Helles,106.0,World War I of 1914-1918,0,
301,WORLD WAR I (TURKISH FRONTS 1915),SUVLA BAY,TURKEY,GALLIPOLI,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,Minor surprise achieved by attacker,Favors neither side,,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,not clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1,WORLD WAR I (TURKISH FRONTS 1915),WORLD WAR I,World War I of 1914-1918,Middle East,http://dbpedia.org/resource/Landing_at_Suvla_Bay,106.0,World War I of 1914-1918,0,
302,WORLD WAR I (TURKISH FRONTS 1915),KUT-EL-AMARA,MESOPOTAMIA,MESOPOTAMIA 1915,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,Minor surprise achieved by attacker,Somwhat favors the attacker,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,attacker win,20.0,clear cut,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WORLD WAR I (TURKISH FRONTS 1915),WORLD WAR I,World War I of 1914-1918,Middle East,http://dbpedia.org/resource/Battle_of_Es_Sinn,106.0,World War I of 1914-1918,0,
303,WORLD WAR I (TURKISH FRONTS 1915),CTESIPHON,MESOPOTAMIA,MESOPOTAMIA 1915,A combination posture involving two distinct/separate postures,FD,PD,1.0,1.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.5,clear cut,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1,WORLD WAR I (TURKISH FRONTS 1915),WORLD WAR I,World War I of 1914-1918,Middle East,http://dbpedia.org/resource/Battle_of_Ctesiphon_(1915),106.0,World War I of 1914-1918,0,
304,WORLD WAR I,FIRST SOMME,FRANCE,WESTERN FRONT 1916,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,12.0,clear cut,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1916),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_the_Somme,106.0,World War I of 1914-1918,0,
305,WORLD WAR I,SOMME-FOURTH ARMY ATTACK,FRANCE,SOMME,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.5,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1916),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_the_Somme,106.0,World War I of 1914-1918,0,304.0
306,WORLD WAR I,SOMME-OVILLERS,FRANCE,SOMME,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1916),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_the_Somme,106.0,World War I of 1914-1918,0,304.0
307,WORLD WAR I,SOMME-BAZENTIN RIDGE,FRANCE,SOMME,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,draw,1.4,not clear cut,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1916),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_the_Somme,106.0,World War I of 1914-1918,0,304.0
308,WORLD WAR I,SOMME-FLERS-COURCELETTE,FRANCE,SOMME,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Complete surprise achieved by attacker,Somwhat favors the attacker,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,attacker win,2.0,not clear cut,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1916),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_the_Somme,106.0,World War I of 1914-1918,0,304.0
309,WORLD WAR I,CAUCASUS WINTER OFFENSIVE,TURKEY,CAUCASUS 1916,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,Complete surprise achieved by attacker,Favors neither side,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,attacker win,77.0,clear cut,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,2.0,0.0,1.0,,0.0,1,WORLD WAR I (TURKISH FRONTS 1916),WORLD WAR I,World War I of 1914-1918,Middle East,,106.0,World War I of 1914-1918,0,
310,WORLD WAR I,LAKE NAROTCH,RUSSIAN POLAND,EASTERN FRONT 1916,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (EASTERN FRONT 1916),WORLD WAR I,World War I of 1914-1918,Eastern Front,http://dbpedia.org/resource/Battle_of_Lake_Naroch,106.0,World War I of 1914-1918,0,
311,WORLD WAR I,1916 BRUSILOV OFFENSIVE,AUSTRIAN GALICIA,EASTERN FRONT 1916,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,attacker win,61.2,clear cut,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,1,WORLD WAR I (EASTERN FRONT 1916),WORLD WAR I,World War I of 1914-1918,Eastern Front,http://dbpedia.org/resource/Brusilov_Offensive,106.0,World War I of 1914-1918,0,
312,WORLD WAR I,FIFTH ISONZO,AUSTRIA,ISONZO FRONT 1916,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,not clear cut,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (ITALIAN FRONT 1916),WORLD WAR I,World War I of 1914-1918,Italian Front,http://dbpedia.org/resource/Fifth_Battle_of_the_Isonzo,106.0,World War I of 1914-1918,0,
313,WORLD WAR I,ASIAGO,AUSTRIA AND ITALY,AUSTRIAN TRENTINO OFFENSIVE,A combination posture involving two distinct/separate postures,HD,PD,0.0,1.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,18.9,clear cut,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR I (ITALIAN FRONT 1916),WORLD WAR I,World War I of 1914-1918,Italian Front,http://dbpedia.org/resource/Battle_of_Asiago,106.0,World War I of 1914-1918,1,
314,WORLD WAR I,TRENTINO COUNTER-OFFENSIVE,AUSTRIA AND ITALY,AUSTRIAN TRENTINO OFFENSIVE,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",HD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,attacker win,12.0,clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1,WORLD WAR I (ITALIAN FRONT 1916),WORLD WAR I,World War I of 1914-1918,Italian Front,,106.0,World War I of 1914-1918,0,
315,WORLD WAR I,SIXTH ISONZO (GORIZIA),AUSTRIA,ISONZO FRONT 1916,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,Minor surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,attacker win,6.0,clear cut,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,,0.0,1,WORLD WAR I (ITALIAN FRONT 1916),WORLD WAR I,World War I of 1914-1918,Italian Front,http://dbpedia.org/resource/Sixth_Battle_of_the_Isonzo,106.0,World War I of 1914-1918,0,
316,WORLD WAR I,ARRAS,FRANCE,WESTERN FRONT 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,draw,7.5,not clear cut,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1917),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Arras_(1917),106.0,World War I of 1914-1918,0,
317,WORLD WAR I,AISNE II,FRANCE,WESTERN FRONT 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,4.5,clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1917),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Second_Battle_of_the_Aisne,106.0,World War I of 1914-1918,0,
318,WORLD WAR I,MESSINES,BELGIUM,FLANDERS 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,Minor surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,attacker win,4.8,clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1917),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Messines,106.0,World War I of 1914-1918,0,
319,WORLD WAR I,YPRES III,BELGIUM,FLANDERS 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,78.0,not clear cut,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1917),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Passchendaele,106.0,World War I of 1914-1918,0,
320,WORLD WAR I,CAMBRAI I,FRANCE,WESTERN FRONT 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,Substantial surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,attacker win,8.4,clear cut,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1917),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Cambrai_(1917),106.0,World War I of 1914-1918,0,
321,WORLD WAR I,CAMBRAI II,FRANCE,WESTERN FRONT 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Neither side had theater air superiority,Minor surprise achieved by attacker,Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,6.8,clear cut,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1,WORLD WAR I (WESTERN FRONT 1917),WORLD WAR I,World War I of 1914-1918,Western Front,http://dbpedia.org/resource/Battle_of_Cambrai_(1917),106.0,World War I of 1914-1918,1,
322,WORLD WAR I,TENTH ISONZO,AUSTRIA,ISONZO FRONT 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,attacker win,2.5,not clear cut,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,1,WORLD WAR I (ITALIAN FRONT 1917),WORLD WAR I,World War I of 1914-1918,Italian Front,http://dbpedia.org/resource/Tenth_Battle_of_the_Isonzo,106.0,World War I of 1914-1918,0,
323,WORLD WAR I,ELEVENTH ISONZO,AUSTRIA,ISONZO FRONT 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attacker win,8.7,not clear cut,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1,WORLD WAR I (ITALIAN FRONT 1917),WORLD WAR I,World War I of 1914-1918,Italian Front,http://dbpedia.org/resource/Eleventh_Battle_of_the_Isonzo,106.0,World War I of 1914-1918,0,
324,WORLD WAR I,CAPORETTO (TWELFTH ISONZO),AUSTRIA AND ITALY,ISONZO FRONT 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Neither side had theater air superiority,Minor surprise achieved by attacker,Favors the attacker,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,attacker win,130.2,clear cut,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,0.0,,0.0,1,WORLD WAR I (ITALIAN FRONT 1917),WORLD WAR I,World War I of 1914-1918,Italian Front,http://dbpedia.org/resource/Twelfth_Battle_of_the_Isonzo,106.0,World War I of 1914-1918,1,
325,WORLD WAR I (TURKISH FRONTS 1917),TIGRIS CROSSING,MESOPOTAMIA,MESOPOTAMIA 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Somwhat favors the attacker,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,attacker win,8.1,clear cut,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,0.0,1,WORLD WAR I (TURKISH FRONTS 1917),WORLD WAR I,World War I of 1914-1918,Middle East,http://dbpedia.org/resource/Second_Battle_of_Kut,106.0,World War I of 1914-1918,0,
326,WORLD WAR I (TURKISH FRONTS 1917),GAZA I,PALESTINE,PALESTINE 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",PD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,clear cut,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1,WORLD WAR I (TURKISH FRONTS 1917),WORLD WAR I,World War I of 1914-1918,Middle East,http://dbpedia.org/resource/First_Battle_of_Gaza,106.0,World War I of 1914-1918,0,
327,WORLD WAR I (TURKISH FRONTS 1917),GAZA II,PALESTINE,PALESTINE 1917,"At most one defensive posture is given (so, e.g., POST2 : ""OO"")",FD,,0.0,0.0,0.0,Attacker had air superiority in the theater,"Neither side achieved surprise, or it did not affect the outcome",Favors neither side,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,clear cut,0.0,0.0,0.0,1.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,1,WORLD WAR I (TURKISH FRONTS 1917),WORLD WAR I,World War I of 1914-1918,Middle East,http://dbpedia.org/resource/Second_Battle_of_Gaza,106.0,World War I of 1914-1918,0,
